-34.007,-34.359,-34.271,-34.798,-34.359,-34.359,-34.798,-34.359,-34.359,-34.007,-34.271,-34.271
-34.007,-34.271,-34.271,-34.798,-34.271,-34.359,-34.798,-34.271,-34.359,-34.095,-34.359,-34.271
-34.095,-34.359,-34.271,-34.798,-34.271,-34.446,-34.798,-34.271,-34.446,-34.007,-34.271,-34.271
-34.007,-34.271,-34.271,-34.798,-34.271,-34.534,-34.798,-34.271,-34.534,-34.007,-34.359,-34.271
-34.007,-34.359,-34.271,-34.798,-34.446,-34.534,-34.798,-34.446,-34.534,-34.007,-34.359,-34.271
-34.007,-34.359,-34.271,-34.798,-34.359,-34.446,-34.798,-34.359,-34.446,-34.007,-34.359,-34.271
-34.007,-34.359,-34.271,-34.798,-34.359,-34.446,-34.798,-34.359,-34.446,-34.007,-34.359,-34.271
-34.007,-34.359,-34.271,-34.798,-34.359,-34.534,-34.798,-34.359,-34.534,-34.007,-34.359,-34.271
-34.007,-34.359,-34.271,-34.798,-34.359,-34.446,-34.798,-34.359,-34.446,-34.007,-34.359,-34.271
-34.007,-34.359,-34.271,-34.798,-34.446,-34.446,-34.798,-34.446,-34.446,-34.007,-34.271,-34.271
-34.007,-34.271,-34.271,-34.798,-34.446,-34.446,-34.798,-34.446,-34.446,-34.095,-34.359,-34.271
-34.095,-34.359,-34.271,-34.798,-34.446,-34.446,-34.798,-34.446,-34.446,-34.007,-34.271,-34.271
-34.007,-34.271,-34.271,-34.798,-34.359,-34.446,-34.798,-34.359,-34.446,-34.007,-34.271,-34.271
-34.007,-34.271,-34.271,-34.798,-34.359,-34.446,-34.798,-34.359,-34.446,-34.007,-34.359,-34.271
-34.007,-34.359,-34.271,-34.798,-34.271,-34.446,-34.798,-34.271,-34.446,-34.007,-34.359,-34.271
-34.007,-34.359,-34.271,-34.798,-34.359,-34.446,-34.798,-34.359,-34.446,-34.007,-34.359,-34.359
-34.007,-34.359,-34.359,-34.798,-34.446,-34.446,-34.798,-34.446,-34.446,-34.007,-34.359,-34.271
-34.007,-34.359,-34.271,-34.798,-34.359,-34.446,-34.798,-34.359,-34.446,-34.095,-34.359,-34.359
-34.095,-34.359,-34.359,-34.798,-34.359,-34.446,-34.798,-34.359,-34.446,-34.007,-34.271,-34.359
-34.007,-34.271,-34.359,-34.798,-34.359,-34.446,-34.798,-34.359,-34.446,-34.007,-34.359,-34.271
-34.007,-34.359,-34.271,-34.798,-34.359,-34.446,-34.798,-34.359,-34.446,-34.095,-34.359,-34.271
-34.095,-34.359,-34.271,-34.798,-34.359,-34.446,-34.798,-34.359,-34.446,-34.007,-34.359,-34.359
-34.007,-34.359,-34.359,-34.798,-34.359,-34.359,-34.798,-34.359,-34.359,-34.007,-34.271,-34.271
-34.007,-34.271,-34.271,-34.798,-34.359,-34.446,-34.798,-34.359,-34.446,-34.007,-34.359,-34.359
-34.007,-34.359,-34.359,-34.798,-34.359,-34.446,-34.798,-34.359,-34.446,-34.007,-34.359,-34.271
-34.007,-34.359,-34.271,-34.798,-34.359,-34.359,-34.798,-34.359,-34.359,-34.007,-34.359,-34.271
-34.007,-34.359,-34.271,-34.798,-34.446,-34.446,-34.798,-34.446,-34.446,-34.007,-34.359,-34.359
-34.007,-34.359,-34.359,-34.798,-34.359,-34.446,-34.798,-34.359,-34.446,-34.007,-34.359,-34.271
-34.007,-34.359,-34.271,-34.798,-34.446,-34.446,-34.798,-34.446,-34.446,-34.007,-34.359,-34.271
-34.007,-34.359,-34.271,-34.798,-34.359,-34.446,-34.798,-34.359,-34.446,-34.007,-34.359,-34.271
