-51.845,-52.109,-52.109,-52.724,-52.285,-52.548,-52.724,-52.285,-52.548,-51.845,-52.197,-52.373
-51.845,-52.197,-52.373,-52.724,-52.197,-52.548,-52.724,-52.197,-52.548,-51.845,-52.285,-52.46
-51.845,-52.285,-52.46,-52.724,-52.197,-52.548,-52.724,-52.197,-52.548,-51.845,-52.285,-52.373
-51.845,-52.285,-52.373,-52.724,-52.285,-52.548,-52.724,-52.285,-52.548,-51.845,-52.285,-52.46
-51.845,-52.285,-52.46,-52.724,-52.197,-52.46,-52.724,-52.197,-52.46,-51.845,-52.197,-52.46
-51.845,-52.197,-52.46,-52.724,-52.197,-52.548,-52.724,-52.197,-52.548,-51.845,-52.197,-52.46
-51.845,-52.197,-52.46,-52.724,-52.197,-52.548,-52.724,-52.197,-52.548,-51.845,-52.285,-52.373
-51.845,-52.285,-52.373,-52.724,-52.197,-52.548,-52.724,-52.197,-52.548,-51.845,-52.197,-52.373
-51.845,-52.197,-52.373,-52.724,-52.285,-52.636,-52.724,-52.285,-52.636,-51.845,-52.197,-52.373
-51.845,-52.197,-52.373,-52.724,-52.285,-52.548,-52.724,-52.285,-52.548,-51.845,-52.285,-52.285
-51.845,-52.285,-52.285,-52.724,-52.285,-52.636,-52.724,-52.285,-52.636,-51.845,-52.197,-52.285
-51.845,-52.197,-52.285,-52.724,-52.197,-52.548,-52.724,-52.197,-52.548,-51.845,-52.197,-52.373
-51.845,-52.197,-52.373,-52.724,-52.109,-52.548,-52.724,-52.109,-52.548,-51.845,-52.197,-52.373
-51.845,-52.197,-52.373,-52.724,-52.109,-52.636,-52.724,-52.109,-52.636,-51.845,-52.197,-52.373
-51.845,-52.197,-52.373,-52.724,-52.197,-52.548,-52.724,-52.197,-52.548,-51.845,-52.197,-52.373
-51.845,-52.197,-52.373,-52.724,-52.197,-52.548,-52.724,-52.197,-52.548,-51.845,-52.197,-52.373
-51.845,-52.197,-52.373,-52.724,-52.285,-52.548,-52.724,-52.285,-52.548,-51.845,-52.285,-52.373
-51.845,-52.285,-52.373,-52.724,-52.197,-52.636,-52.724,-52.197,-52.636,-51.845,-52.109,-52.373
-51.845,-52.109,-52.373,-52.724,-52.285,-52.548,-52.724,-52.285,-52.548,-51.845,-52.197,-52.373
-51.845,-52.197,-52.373,-52.724,-52.197,-52.548,-52.724,-52.197,-52.548,-51.845,-52.285,-52.373
-51.845,-52.285,-52.373,-52.724,-52.285,-52.548,-52.724,-52.285,-52.548,-51.845,-52.285,-52.373
-51.845,-52.285,-52.373,-52.724,-52.197,-52.548,-52.724,-52.197,-52.548,-51.845,-52.197,-52.373
-51.845,-52.197,-52.373,-52.724,-52.285,-52.636,-52.724,-52.285,-52.636,-51.845,-52.197,-52.373
-51.845,-52.197,-52.373,-52.724,-52.285,-52.548,-52.724,-52.285,-52.548,-51.845,-52.197,-52.373
-51.845,-52.197,-52.373,-52.724,-52.197,-52.548,-52.724,-52.197,-52.548,-51.845,-52.285,-52.373
-51.845,-52.285,-52.373,-52.724,-52.285,-52.548,-52.724,-52.285,-52.548,-51.845,-52.197,-52.373
-51.845,-52.197,-52.373,-52.724,-52.109,-52.548,-52.724,-52.109,-52.548,-51.845,-52.285,-52.373
-51.845,-52.285,-52.373,-52.724,-52.197,-52.548,-52.724,-52.197,-52.548,-51.845,-52.285,-52.46
-51.845,-52.285,-52.46,-52.724,-52.197,-52.636,-52.724,-52.197,-52.636,-51.933,-52.109,-52.373
-51.933,-52.109,-52.373,-52.724,-52.197,-52.636,-52.724,-52.197,-52.636,-51.845,-52.285,-52.373
