1,-10.0000,-58,1581,702,1124
2,-7.6000,-58,1581,701,1123
3,-5.2000,-58,1581,701,1124
4,-2.8000,-58,1581,701,1124
5,-0.4000,-36,1582,702,1124
6,2.0000,742,1599,726,1145
7,4.4000,1501,1622,750,1169
8,6.8000,2259,1646,774,1192
9,9.2000,3018,1669,797,1217
10,11.6000,3777,1692,821,1241
11,14.0000,4535,1716,845,1264
12,16.4000,5293,1739,868,1287
13,18.8000,6051,1764,892,1309
14,21.2000,6810,1786,915,1334
15,23.6000,7557,1809,937,1355
16,26.0000,8316,1833,961,1380
17,28.4000,9074,1856,984,1403
18,30.8000,9843,1880,1007,1426
19,33.2000,10602,1903,1031,1450
20,35.6000,11349,1926,1053,1471
21,38.0000,12119,1951,1077,1495
22,40.4000,12877,1973,1100,1518
23,42.8000,13624,1996,1122,1542
24,45.2000,14394,2021,1147,1565
25,47.6000,15152,2044,1171,1589
26,50.0000,15911,2069,1194,1613
27,52.4000,16658,2093,1218,1637
28,54.8000,17416,2117,1244,1661
29,57.2000,18186,2143,1269,1687
30,59.6000,18944,2168,1294,1712
31,62.0000,19703,2194,1322,1737
32,64.4000,20461,2220,1347,1764
33,66.8000,21208,2246,1375,1791
34,69.2000,21967,2274,1402,1818
35,71.6000,22736,2302,1431,1848
36,74.0000,23484,2331,1461,1876
37,76.4000,24242,2361,1492,1908
38,78.8000,25011,2393,1527,1941
39,81.2000,25770,2426,1559,1976
40,83.6000,26517,2460,1597,2023
41,86.0000,27287,2499,1637,2066
42,88.4000,28045,2540,1685,2115
43,90.8000,28792,2590,1722,2146
44,93.2000,29119,2607,1725,2152
45,95.6000,29119,2607,1724,2152
46,98.0000,29119,2607,1725,2151
47,100.4000,29119,2607,1724,2152
48,102.8000,29119,2607,1725,2152
49,105.2000,29119,2607,1724,2152
50,107.6000,29119,2607,1725,2152
1,110.0000,29119,2607,1724,2152
2,107.6000,29119,2607,1725,2153
3,105.2000,29119,2607,1725,2152
4,102.8000,29119,2607,1724,2152
5,100.4000,29119,2607,1725,2152
6,98.0000,29119,2607,1724,2152
7,95.6000,29119,2607,1725,2152
8,93.2000,29119,2608,1724,2152
9,90.8000,28792,2607,1722,2147
10,88.4000,28022,2563,1680,2110
11,86.0000,27265,2519,1635,2063
12,83.6000,26506,2478,1594,2022
13,81.2000,25748,2442,1556,1984
14,78.8000,24988,2407,1523,1950
15,76.4000,24242,2376,1490,1917
16,74.0000,23472,2345,1460,1885
17,71.6000,22714,2314,1429,1855
18,69.2000,21967,2287,1401,1826
19,66.8000,21196,2259,1375,1798
20,64.4000,20450,2233,1346,1771
21,62.0000,19681,2206,1322,1744
22,59.6000,18922,2179,1295,1718
23,57.2000,18164,2155,1270,1692
24,54.8000,17416,2129,1246,1667
25,52.4000,16658,2105,1220,1641
26,50.0000,15889,2080,1196,1616
27,47.6000,15141,2057,1172,1592
28,45.2000,14383,2033,1148,1568
29,42.8000,13624,2009,1125,1544
30,40.4000,12855,1985,1101,1520
31,38.0000,12096,1961,1077,1496
32,35.6000,11337,1937,1054,1473
33,33.2000,10580,1914,1031,1449
34,30.8000,9832,1891,1008,1426
35,28.4000,9063,1867,984,1402
36,26.0000,8305,1843,961,1379
37,23.6000,7545,1819,938,1357
38,21.2000,6788,1797,915,1333
