-17.663,-17.311,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.223
-17.663,-17.399,-17.223
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.223
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.575,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.223
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.223
-17.575,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.223
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.575,-17.399,-17.311
-17.575,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.223
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.223
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.223
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.75,-17.399,-17.223
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.223
-17.75,-17.399,-17.311
-17.663,-17.311,-17.223
-17.663,-17.399,-17.311
-17.663,-17.399,-17.223
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.575,-17.399,-17.311
-17.663,-17.399,-17.223
-17.575,-17.399,-17.311
-17.663,-17.399,-17.311
-17.75,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.223
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.75,-17.311,-17.311
-17.75,-17.399,-17.223
-17.663,-17.399,-17.311
-17.663,-17.399,-17.223
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.223
-17.663,-17.399,-17.223
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
-17.663,-17.399,-17.223
-17.663,-17.399,-17.311
-17.663,-17.399,-17.311
