-51.845,-52.197,-52.109
-51.757,-52.197,-52.021
-51.757,-52.197,-52.021
-51.757,-52.197,-52.021
-51.845,-52.197,-52.021
-51.845,-52.197,-52.021
-51.845,-52.197,-52.021
-51.757,-52.197,-52.021
-51.845,-52.197,-52.021
-51.845,-52.197,-52.021
-51.845,-52.285,-52.021
-51.845,-52.197,-52.021
-51.845,-52.109,-52.021
-51.845,-52.197,-52.021
-51.845,-52.197,-52.021
-51.845,-52.197,-52.021
-51.757,-52.197,-52.021
-51.845,-52.109,-52.021
-51.757,-52.197,-52.021
-51.845,-52.197,-52.021
-51.757,-52.197,-52.021
-51.757,-52.197,-52.021
-51.845,-52.197,-52.021
-51.845,-52.197,-52.021
-51.845,-52.197,-52.021
-51.845,-52.197,-52.021
-51.845,-52.197,-52.021
-51.757,-52.197,-52.021
-51.845,-52.197,-52.021
-51.845,-52.197,-52.021
-51.845,-52.197,-52.021
-51.845,-52.197,-52.021
-51.845,-52.197,-52.021
-51.845,-52.109,-52.021
-51.845,-52.197,-52.021
-51.757,-52.197,-52.021
-51.845,-52.197,-52.021
-51.845,-52.197,-52.021
-51.845,-52.197,-52.021
-51.845,-52.197,-52.021
-51.845,-52.197,-52.021
-51.845,-52.197,-52.021
-51.757,-52.197,-52.021
-51.757,-52.197,-52.021
-51.845,-52.285,-52.021
-51.845,-52.197,-52.021
-51.845,-52.197,-52.021
-51.757,-52.197,-52.021
-51.757,-52.197,-52.021
-51.845,-52.109,-52.021
-51.757,-52.197,-52.021
-51.845,-52.197,-52.021
-51.845,-52.197,-52.021
-51.845,-52.197,-52.021
-51.757,-52.197,-52.021
-51.845,-52.197,-52.021
-51.757,-52.197,-52.021
-51.757,-52.285,-52.021
-51.845,-52.197,-52.021
-51.845,-52.109,-52.021
-51.845,-52.197,-52.021
-51.757,-52.197,-52.021
-51.845,-52.197,-52.021
-51.845,-52.109,-52.021
-51.757,-52.109,-52.021
-51.757,-52.197,-52.021
-51.845,-52.197,-52.021
-51.845,-52.109,-52.021
-51.757,-52.197,-52.021
-51.845,-52.197,-52.021
-51.845,-52.197,-52.021
-51.845,-52.197,-52.021
-51.845,-52.197,-52.021
-51.757,-52.197,-52.021
-51.845,-52.109,-52.021
-51.845,-52.197,-52.021
-51.845,-52.197,-52.021
-51.845,-52.197,-52.021
-51.757,-52.197,-52.021
-51.757,-52.197,-52.021
-51.845,-52.197,-52.021
-51.845,-52.197,-52.021
-51.757,-52.197,-52.021
-51.845,-52.109,-52.021
-51.845,-52.109,-52.021
-51.845,-52.197,-52.021
-51.757,-52.197,-52.021
-51.757,-52.197,-52.021
-51.757,-52.197,-52.021
-51.845,-52.197,-52.021
-51.845,-52.197,-52.021
-51.845,-52.197,-52.021
-51.845,-52.197,-52.021
-51.845,-52.197,-52.021
-51.845,-52.197,-52.021
-51.845,-52.109,-52.021
-51.757,-52.197,-52.021
-51.845,-52.197,-52.021
-51.757,-52.197,-52.021
-51.757,-52.197,-52.021
