-25.395,-25.835,-25.571,2142,2547,2816
-25.395,-25.747,-25.659,2143,2547,2813
-25.395,-25.747,-25.659,2140,2544,2811
-25.395,-25.747,-25.659,2143,2545,2812
-25.395,-25.747,-25.659,2143,2545,2812
-25.395,-25.835,-25.659,2144,2547,2815
-25.395,-25.835,-25.571,2143,2547,2815
-25.395,-25.835,-25.659,2143,2545,2814
-25.395,-25.835,-25.659,2143,2550,2816
-25.395,-25.747,-25.659,2141,2548,2814
-25.395,-25.747,-25.659,2144,2548,2814
-25.395,-25.747,-25.659,2143,2545,2813
-25.395,-25.747,-25.571,2147,2547,2815
-25.395,-25.659,-25.659,2140,2546,2814
-25.395,-25.747,-25.747,2143,2547,2814
-25.395,-25.747,-25.659,2143,2546,2813
-25.395,-25.747,-25.659,2144,2547,2814
-25.395,-25.747,-25.659,2142,2545,2813
-25.395,-25.835,-25.659,2144,2546,2814
-25.395,-25.747,-25.659,2144,2546,2813
-25.395,-25.659,-25.659,2145,2548,2814
-25.483,-25.747,-25.571,2141,2544,2812
-25.395,-25.835,-25.571,2145,2546,2812
-25.395,-25.747,-25.571,2145,2547,2816
-25.395,-25.747,-25.659,2142,2545,2814
-25.395,-25.747,-25.659,2144,2546,2814
-25.395,-25.747,-25.659,2142,2546,2813
-25.395,-25.747,-25.659,2144,2547,2813
-25.483,-25.835,-25.659,2142,2546,2811
-25.395,-25.747,-25.659,2144,2547,2811
-25.395,-25.747,-25.571,2144,2547,2813
-25.395,-25.747,-25.659,2146,2549,2814
-25.395,-25.747,-25.659,2144,2544,2811
-25.395,-25.747,-25.747,2142,2545,2813
-25.395,-25.659,-25.659,2142,2545,2814
-25.395,-25.835,-25.659,2142,2550,2816
-25.395,-25.659,-25.659,2142,2545,2813
-25.395,-25.747,-25.571,2144,2548,2812
-25.395,-25.747,-25.571,2143,2546,2816
-25.395,-25.747,-25.571,2141,2544,2815
-25.395,-25.747,-25.659,2143,2543,2812
-25.395,-25.747,-25.659,2144,2545,2812
-25.395,-25.747,-25.571,2138,2542,2812
-25.395,-25.835,-25.571,2144,2546,2814
-25.395,-25.835,-25.659,2143,2546,2815
-25.395,-25.659,-25.747,2144,2546,2814
-25.395,-25.747,-25.659,2143,2547,2814
-25.395,-25.747,-25.659,2142,2545,2812
-25.395,-25.747,-25.659,2141,2548,2813
-25.395,-25.835,-25.747,2144,2547,2816
-25.395,-25.835,-25.659,2142,2544,2814
-25.395,-25.747,-25.659,2142,2550,2811
-25.395,-25.747,-25.659,2142,2545,2812
-25.395,-25.835,-25.571,2143,2546,2814
-25.395,-25.747,-25.659,2143,2544,2813
-25.395,-25.747,-25.571,2143,2546,2813
-25.395,-25.747,-25.571,2143,2545,2812
-25.395,-25.747,-25.571,2141,2545,2813
-25.395,-25.747,-25.571,2143,2546,2813
-25.395,-25.747,-25.659,2143,2546,2813
-25.395,-25.747,-25.659,2142,2548,2814
-25.395,-25.747,-25.659,2143,2544,2815
-25.395,-25.747,-25.571,2144,2546,2815
-25.395,-25.747,-25.659,2145,2547,2814
-25.395,-25.747,-25.659,2144,2547,2815
-25.395,-25.835,-25.659,2141,2546,2813
-25.395,-25.659,-25.571,2142,2546,2813
-25.395,-25.747,-25.571,2142,2546,2812
-25.395,-25.747,-25.659,2147,2551,2816
-25.395,-25.747,-25.571,2144,2546,2813
-25.395,-25.747,-25.659,2145,2547,2812
-25.395,-25.747,-25.571,2143,2548,2815
-25.395,-25.747,-25.659,2142,2548,2813
-25.395,-25.747,-25.571,2142,2545,2814
-25.395,-25.747,-25.659,2141,2544,2811
-25.395,-25.747,-25.571,2142,2547,2812
-25.395,-25.747,-25.659,2145,2547,2811
-25.395,-25.835,-25.659,2144,2547,2814
-25.395,-25.747,-25.659,2145,2547,2813
-25.395,-25.747,-25.571,2142,2546,2812
-25.395,-25.747,-25.747,2142,2546,2815
-25.395,-25.747,-25.659,2142,2546,2814
-25.395,-25.747,-25.747,2142,2546,2812
-25.395,-25.835,-25.571,2140,2544,2811
-25.395,-25.747,-25.659,2142,2548,2817
-25.395,-25.747,-25.571,2141,2544,2815
-25.395,-25.835,-25.659,2142,2546,2812
-25.395,-25.747,-25.659,2145,2547,2815
-25.395,-25.747,-25.659,2141,2545,2813
-25.395,-25.747,-25.571,2142,2545,2813
-25.395,-25.747,-25.571,2146,2547,2814
-25.395,-25.747,-25.571,2143,2547,2816
-25.395,-25.747,-25.659,2142,2546,2813
-25.395,-25.747,-25.659,2142,2545,2811
-25.395,-25.747,-25.571,2143,2547,2811
-25.483,-25.747,-25.659,2144,2546,2815
-25.395,-25.747,-25.659,2142,2546,2814
-25.395,-25.747,-25.659,2144,2546,2812
-25.395,-25.747,-25.571,2142,2546,2815
-25.395,-25.659,-25.659,2144,2547,2813
